Handle,Timestamp,Content,Comments,Retweets,Likes
@giancarloMKTS,2023-08-17T14:36:16.000Z,"3 take-aways: 1)  continues to bring #crypto into regulatory envelope by existing reg process, not just by enforcement, 2) #SRO oversight still key to orderly  mkts incl. crypto & 3) fits w/intermediated structure of US futures mkts.   https://twitter.com/coinbase/status/1691751814004175204…",22,51,171
@brian_armstrong,2023-08-17T18:39:20.000Z,"I just minted Summer Kevin, celebrating the start of  bringing people onchain.

It’s Onchain Summer.",218,65,499
@brian_armstrong,2023-08-20T16:30:55.000Z,"This is what the Bay Area could be with less government intervention, and more economic freedom.",260,168,"1,679"
@brian_armstrong,2023-08-18T22:20:43.000Z,"Last year we released a documentary about Coinbase's 10 year journey from idea to public company. Excited it's now available to watch on Youtube worldwide for free.

Hopefully now more people can watch it and be inspired to build something of their own.",239,616,"2,554"
@brian_armstrong,2023-08-22T04:41:44.000Z,"Shout out to the mobile Safari team at Apple for this brave act of civil disobedience.

Know that you have friends on the outside who will protect you.",125,219,"1,463"
@brian_armstrong,2023-08-21T23:36:54.000Z,"Excited to see $USDC launching on new chains and appreciative of all the work with  and  over the years.

The world needs reliable infrastructure for stablecoins to help increase economic freedom globally!",91,160,"1,043"
@patrick_oshag,2023-08-19T17:07:53.000Z,"Just before he stepped down as CEO of Amazon, Jeff Bezos wrote his final shareholder letter. He closed it out with a section he titled, “Differentiation is Survival and the Universe Wants You to be Typical.” 

He prefaced his own thoughts with a quote from The Blind Watchmaker,…",42,297,"1,522"
@brian_armstrong,2023-08-22T23:32:53.000Z,". hit 16 transactions per second yesterday

lots due to  but still - incredible growth",495,384,"1,805"
@brian_armstrong,2023-08-23T14:15:14.000Z,,45,98,302
@brian_armstrong,2023-08-23T00:37:53.000Z,,78,61,325
@BuildOnBase,2023-08-24T16:05:24.000Z,"In order to enable a global, open, onchain economy, we believe that Base must be decentralized

To prioritize this, we've built Base on the OP Stack in collaboration with Today, we're sharing an update on our commitment",94,442,"1,375"
@eldsjal,2023-08-23T16:24:23.000Z,"I have my guiding motto on a wall in my house. It’s a quote from George Bernard Shaw that says: “The reasonable man adapts himself to the world; the unreasonable one persists in trying to adapt the world to himself. Therefore, all progress depends on the unreasonable man.”

I am…",178,618,"4,604"
@brian_armstrong,2023-08-25T18:15:38.000Z,,46,33,223
@DavidSacks,2023-08-25T00:33:27.000Z,"Biden's DOJ is suing SpaceX for not hiring more refugees. In other words, it demands SpaceX hire fewer Americans! But national security laws require that rocket companies hire American. This lawsuit is so nonsensical it suggests a political motivation.","1,111","4,324",16.1K
@brian_armstrong,2023-08-25T17:23:47.000Z,"I just minted Atari Summer Camp, celebrating the start of  bringing people onchain.

It’s Onchain Summer.",72,30,249
@coinbase,2023-08-25T16:04:29.000Z,"ᴏɴᴄʜᴀɪɴ  ꜱᴜᴍᴍᴇʀ

Now entering the pool: Atari's throwing it back to 1982 Summer Camp with a unique onchain collectible and retro merch.

Mint now: http://onchainsummer.xyz/atari",195,175,566
@brian_armstrong,2023-08-27T22:54:04.000Z,Minted!,101,115,501
@brian_armstrong,2023-08-27T17:00:00.000Z,"I just minted ClashMon Game NFT Mystery Box, celebrating the start of  bringing people onchain.

It’s Onchain Summer.",103,85,367
@jessepollak,2023-08-25T21:36:28.000Z,"100s of artists all over the world
working together in a positive sum way 
to create incredibly beautiful art 
that earns them real money

THIS IS WHAT ONCHAIN IS ALL ABOUT",23,80,318
@brian_armstrong,2023-08-25T18:46:35.000Z,,86,82,427
@brian_armstrong,2023-08-25T18:15:38.000Z,,46,33,223
@DavidSacks,2023-08-25T00:33:27.000Z,"Biden's DOJ is suing SpaceX for not hiring more refugees. In other words, it demands SpaceX hire fewer Americans! But national security laws require that rocket companies hire American. This lawsuit is so nonsensical it suggests a political motivation.","1,111","4,324",16.1K
@brian_armstrong,2023-08-25T17:23:47.000Z,"I just minted Atari Summer Camp, celebrating the start of  bringing people onchain.

It’s Onchain Summer.",72,30,249
@BuildOnBase,2023-08-24T16:05:24.000Z,"In order to enable a global, open, onchain economy, we believe that Base must be decentralized

To prioritize this, we've built Base on the OP Stack in collaboration with Today, we're sharing an update on our commitment",94,442,"1,375"
@eldsjal,2023-08-23T16:24:23.000Z,"I have my guiding motto on a wall in my house. It’s a quote from George Bernard Shaw that says: “The reasonable man adapts himself to the world; the unreasonable one persists in trying to adapt the world to himself. Therefore, all progress depends on the unreasonable man.”

I am…",178,618,"4,604"
@brian_armstrong,2023-08-23T14:15:14.000Z,,45,98,302
@brian_armstrong,2023-08-23T00:37:53.000Z,,78,61,325
@brian_armstrong,2023-08-22T23:32:53.000Z,". hit 16 transactions per second yesterday

lots due to  but still - incredible growth",495,384,"1,805"
@brian_armstrong,2023-08-22T04:41:44.000Z,"Shout out to the mobile Safari team at Apple for this brave act of civil disobedience.

Know that you have friends on the outside who will protect you.",125,219,"1,463"
@brian_armstrong,2023-08-21T23:36:54.000Z,"Excited to see $USDC launching on new chains and appreciative of all the work with  and  over the years.

The world needs reliable infrastructure for stablecoins to help increase economic freedom globally!",91,160,"1,043"
@patrick_oshag,2023-08-19T17:07:53.000Z,"Just before he stepped down as CEO of Amazon, Jeff Bezos wrote his final shareholder letter. He closed it out with a section he titled, “Differentiation is Survival and the Universe Wants You to be Typical.” 

He prefaced his own thoughts with a quote from The Blind Watchmaker,…",42,297,"1,522"
@brian_armstrong,2023-08-20T16:30:55.000Z,"This is what the Bay Area could be with less government intervention, and more economic freedom.",260,168,"1,679"
@brian_armstrong,2023-08-18T22:20:43.000Z,"Last year we released a documentary about Coinbase's 10 year journey from idea to public company. Excited it's now available to watch on Youtube worldwide for free.

Hopefully now more people can watch it and be inspired to build something of their own.",239,616,"2,554"
@EleanorTerrett,2023-08-18T20:50:15.000Z,"Interesting that even the  is accepting that digital assets themselves are not inherently securities. 

However, not entirely surprising as both Judge Rakoff and Judge Torres came to this conclusion in their respective cases.",96,462,"1,535"
@giancarloMKTS,2023-08-17T14:36:16.000Z,"3 take-aways: 1)  continues to bring #crypto into regulatory envelope by existing reg process, not just by enforcement, 2) #SRO oversight still key to orderly  mkts incl. crypto & 3) fits w/intermediated structure of US futures mkts.   https://twitter.com/coinbase/status/1691751814004175204…",22,51,171
@brian_armstrong,2023-08-17T18:39:20.000Z,"I just minted Summer Kevin, celebrating the start of  bringing people onchain.

It’s Onchain Summer.",218,65,499
@zosegal,2023-08-16T22:51:07.000Z,"This is an incredible value if you've been curious to try Coinbase One (free trades, boosted rewards, etc)... #OnchainSummer mints on Base can cost pennies",19,21,105
@im_not_art,2023-08-15T22:15:20.000Z,Onchain Summer in Chicago starts in 45 mins ,42,39,131
@brian_armstrong,2023-08-16T15:53:40.000Z,"Major moment for crypto regulatory clarity in the U.S.

This has been a multi-year process toward approval, and we're excited to finally be launching federally regulated crypto derivatives with margin to our U.S. customers.

When there is a clear path to register, we do. https://twitter.com/coinbase/status/1691751814004175204…",258,"1,150","6,008"
@brian_armstrong,2023-08-15T18:52:11.000Z,Well said. Blatantly political behavior from a regulator undermines trust in our institutions. Everyone deserves equal treatment under the law.,166,373,"1,786"
@FireblocksHQ,2023-08-15T14:19:38.000Z,"We're excited to announce that Fireblocks has launched support for Base mainnet, a new Ethereum L2 blockchain incubated by . Fireblocks users can now access  with the ease, efficiency, and security they’ve come to expect from our platform. Read on →…",63,46,105
@iampaulgrewal,2023-08-14T19:27:40.000Z,"I get a lot of wonderful people asking:  I'm just a normal person, how can I help get to reasonable rules for crypto?  Well, here's how:  sign up below.",43,47,256
@brian_armstrong,2023-08-15T04:08:39.000Z,,146,90,953
@coinbase,2023-08-14T20:45:06.000Z,"O Canada.
America’s friendly hat.

Effective today, you can all now easily buy, sell, and trade crypto on Coinbase.

Welcome, neighbours.

Read more: https://coinbase.com/blog/coinbase-officially-launches-in-canada…",257,316,"1,460"
@jessepollak,2023-08-14T20:03:06.000Z,if you like onchain summer mint the stand with crypto shield time for better crypto policy globally ,42,20,200
@JBSDC,2023-08-14T21:53:11.000Z,"Over the weekend,  and I published an op-ed on how many of my fellow progressives are making an analytical mistake when it comes to crypto.

This is probably the most personal work I've done in a long time.https://fortune.com/crypto/2023/08/12/what-progressives-get-wrong-when-it-comes-to-crypto/amp/…",17,66,214
@ViktorBunin,2023-08-14T18:36:27.000Z,"Friends, I am incredibly happy to share that  launched https://standwithcrypto.org.

Open it, sign up, and get involved. This will be one of the most impactful things you'll do all week and it only takes 30 seconds.

Stand with Coinbase as we stand with Crypto and with You.",38,74,298
@lucmatheson,2023-08-14T19:53:13.000Z,I’ve been a  customer for 9+ years. Today Coinbase officially launched in #Canada. A special moment for me - and the future of crypto in Canada. Now the hard work begins! ,21,12,176
@BuildOnBase,2023-08-14T21:58:31.000Z,"""With lawmakers casting a shadow over the future of onchain technologies, we recognize the urgent need to rally the community.""

Learn how the #StandWithCrypto Alliance is mobilizing the crypto community for a better onchain futurehttps://onchainsummer.xyz/standwithcrypto",286,419,"1,197"
@brian_armstrong,2023-08-15T00:19:26.000Z,. has been a great board member at Coinbase,81,57,566
@NanaMurugesan,2023-08-14T16:04:30.000Z,Hi from Toronto with our country director    Thrilled to announce that Coinbase is expanding into Canada - our next priority #GoDeep market. We have an amazing team of nearly 200 here to build from Canada for Canada  and the world!,25,26,146
@brian_armstrong,2023-08-14T16:46:30.000Z,"Coinbase is launching in Canada today! New leadership, new payment rails, new regulatory milestones, and 200 local employees.

Smart countries are embracing this technology (and creating regulatory clarity) to help update the financial system and drive economic growth.…",552,"1,089","7,111"
@brian_armstrong,2023-08-14T16:38:12.000Z,"Crypto market structure and stablecoin bills doing a bunch of this lately. Passed the house committees with bipartisan support! Next step full house vote.

These bills are pretty much common sense: protect investors, foster innovation.",94,110,739
@BuildOnBase,2023-08-12T16:03:45.000Z,"ONCHAIN SUMMER  DAY FOUR has curated a selection of onchain music from renowned artists , , and The mints include exclusives like unreleased songs and access to never-before-heard demoshttps://onchainsummer.xyz/anotherblock",204,546,"1,143"
@brian_armstrong,2023-08-13T18:20:15.000Z,"One thing #OnchainSummer is exposing is just how broken our UX is in the main Coinbase app for NFTs, Dapps, and L2s today. Sorry to say, but true.
If we face truth, we can get motivated to improve it. These need to be first class experiences, and #OnchainSummer is a great impetus…",540,330,"2,629"
@brian_armstrong,2023-08-13T18:11:45.000Z,Spotted in the wild - LFG,66,48,473
@brian_armstrong,2023-08-13T17:54:15.000Z,"I just minted Munch, ""The Scream"", celebrating  bringing people onchain.

It’s Onchain Summer.",101,53,420
@jessepollak,2023-08-12T12:51:09.000Z,"onchain summer doesn't stop on the weekends. today and every day in august: we will be minting one cool thing I'll be doing a story livestream at 10a PT the builders will keep building 

hit me up if I can help you build ",225,61,300
@jchervinsky,2023-08-11T17:37:29.000Z,"I'm very proud of the amicus brief we filed today in support of Coinbase's battle against the SEC.

How digital assets should be regulated is a major question that only Congress can answer.

Until then, the SEC's claim of authority must be rejected, and Coinbase should win.",251,267,924
@DigitalChamber,2023-08-11T22:12:29.000Z,We're stepping in. We've filed an amicus curiae brief in the  v.  case. Our goal? To end the SEC’s attempt to regulate the #digitalasset industry WITHOUT legislative authority: https://digitalchamber.org/wp-content/uploads/2023/08/Coinbase_Chamber-of-Digital-Commerce_Amicus.pdf…,244,492,"1,592"
@avichal,2023-08-12T01:30:59.000Z,"Whoa - a sitting Senator is filing an amicus brief in support of  and against the SEC!

Great work ",80,104,548
@milesjennings,2023-08-11T18:55:28.000Z,"Today,  and  teamed up to file an amicus brief in SEC v. . We argue that the SEC’s approach is a significant and problematic expansion of its regulatory authority – even threatening purchases of Taylor Swift concert tickets and Teslas. Why? Well…  ",50,221,909
@coingecko,2023-08-11T09:47:55.000Z,"NEWS:’s L2 blockchain, Base, has exceeded 100,000 daily active users for the first time, just the day following the official launch of the network. http://gcko.io/news",93,128,567
@RSSH273,2023-08-11T19:38:09.000Z,Today  and  filed a joint amicus brief in 's case against  that demonstrates why the SEC’s approach is unsupported by case law and represents a significant and problematic expansion of its regulatory authority,34,98,438
@brian_armstrong,2023-08-12T01:36:18.000Z,"TIL amici is the plural of amicus (friend of the court) - lawyers love their latin

In any event, thank you so much to the MANY firms who wrote in supporting our case against the SEC.",871,205,731
@Xofee3,2023-08-11T18:36:42.000Z," Unveiling my latest build: 'Onchain Illusion'
A 3D-printed illusion for the #OnChainSummer of  
Excited to join the   grant with my creation https://prop.house/proposal/6601",10,27,92
@brian_armstrong,2023-08-12T00:28:31.000Z,"Base is off to a great start with #OnchainSummerTrack the stats here https://dune.com/tk-research/base…Join us!
Bridge: https://bridge.base.orgMint: https://onchainsummer.xyz",922,274,948
@brian_armstrong,2023-08-12T00:35:34.000Z,,61,24,142
@brian_armstrong,2023-08-12T00:18:06.000Z,,131,75,560
@brian_armstrong,2023-08-11T18:00:11.000Z,"It's day 3 of #OnchainSummer and the community is growing at a rapid pace

Just today:
1. I minted a starter deck at https://parallel.life/starter-decks/Really cool new game //
2. Another song dropped https://zora.co/collect/base:0x7c0407ac359d783f4383b03d4f68c34b56b38e34…3. Zora x Base drop by ENERGY https://zora.co/collect/base:0x360ab052e8997d07dbb391b96daa3399758cab69…4. Really…",597,760,"2,147"
@brian_armstrong,2023-08-10T21:51:07.000Z,Just minted Day 1 on ! Dozens of pixel artists made this together on the blockchain. Minting is open only for 24h,124,356,856
@brian_armstrong,2023-08-10T03:43:14.000Z,I just bid https://songaday.world/auction/5334LFG,90,265,570
@brian_armstrong,2023-08-10T03:19:23.000Z,Yes! #OnChainSummer,110,74,497
@brian_armstrong,2023-08-09T23:28:19.000Z,"I just bridged some ETH to Base. Try it - it's quite simple https://bridge.base.org/deposit(You can also do it from )

Layer 2 feels great - changes the usability of crypto.

Plus you get this sweet NFT",433,331,"2,162"
@brian_armstrong,2023-08-09T22:26:47.000Z,"Today is an important day for accelerating a global, decentralized financial system and increasing economic freedom in the world: is now live and available for everyone",198,254,"1,487"
@brian_armstrong,2023-08-09T22:28:11.000Z,"Base is celebrating the launch of mainnet with Onchain Summer, a multi-week onchain festival, and it starts with Base Day One — mint to join our story.

Come back every day for something new.",24,6,94
@brian_armstrong,2023-08-09T22:28:32.000Z,"Since I tweeted this in February, a vibrant ecosystem has taken shape across I look forward to seeing what builders create on Base and make available to people all over the world.",26,4,90
@SixdegreeLab,2023-08-09T18:53:23.000Z,"Hi    

We love  

Have a look at our dune dashboard and don’t hesitate to let us know if you need data wizards  support",11,8,57
@brian_armstrong,2023-08-09T18:26:41.000Z,"Still a ton of work ahead before we could plausibly claim anything close to that, but that is the goal. Thank you!",106,54,652
@brian_armstrong,2023-08-09T16:53:36.000Z,Going live in about 7 minutes https://twitter.com/BuildOnBase/status/1689315339006574592…,172,108,811
@brian_armstrong,2023-08-08T04:52:06.000Z,,131,61,399
@paulg,2023-08-07T16:29:48.000Z,"Brian Armstrong got a lot of shit for this at the time, but it turned out to be prescient. Almost all the most successful founders I know have quietly done something similar.",91,233,"2,363"
@BuildOnBase,2023-08-07T19:32:16.000Z,"In partnership with , we’re distributing 100+ ETH in grants for those building and creating on Base this summer

There are four rounds of Prop House grants:

① Onchain Summer (August 9 - 21): Make art, a website, or whatever you’re inspired to for Onchain Summer…",264,574,"1,981"
@brian_armstrong,2023-08-07T16:48:14.000Z,minted,157,249,787
@faryarshirzad,2023-08-05T20:08:32.000Z,"Amazing evening with with our Stand with Crypto advocates and friends. We had NY govt leaders come to hear from our community, and to share their insights. Lots of great interaction.  Thanks to  for co-hosting.  http://standwithcrypto.com #standwithcrypto",24,38,125
@maxhodak_,2023-08-04T20:26:01.000Z,"pretty crazy:
- container ships burn fuels that emit a lot of sulfur
- the sulfur seeds clouds, increasing the reflectivity of earth, cooling it
- new climate rules in 2020 limit sulfur emissions by cargo ships
- a lack of ship-clouds may explain anomalous heating this year",59,600,"3,133"
@jessepollak,2023-08-05T19:53:55.000Z,great to see base starting to show up in  data http://theblock.co/data/scaling-solutions/optimistic-rollups…,18,29,223
@brian_armstrong,2023-08-04T22:47:19.000Z,"If you're a talented computational biologist interested in a transformative role, consider applying to  

Key points:
- $150m in funding committed
- company started in 2022
- searching for novel transcription factors to create epigenetic reprogramming therapies, at a…",91,73,545
@draper_forms,2023-08-03T15:40:15.000Z,Coinbase marketing last six months or so has been consistently great.,15,15,151
@sid_coelho,2023-08-04T03:34:55.000Z,"Our CFO went live on Bloomberg TV rocking  earrings, after beating earnings expectations. Boss move ",9,18,222
@brian_armstrong,2023-08-04T15:31:26.000Z,"A great read

""While securities represent investments in an issuer’s business, commodities are a company’s product.""

""Before the SEC’s recent campaign against crypto, never in the 100-plus-year history of the concept had an output from a business been designated an “investment…",193,455,"2,339"
@brian_armstrong,2023-08-03T18:29:54.000Z,"I just minted Bridge to Base, celebrating the start of  bringing billions of people onchain.

It’s Onchain Summer.",328,265,"1,740"
@coinbase,2023-08-03T13:06:19.000Z,"ᴏɴᴄʜᴀɪɴ  ꜱᴜᴍᴍᴇʀ

Introducing a first-of-its-kind festival, bringing you onchain art, music, games, food, and more.",245,585,"1,502"
@CoinbaseDuck,2023-08-02T19:05:36.000Z,It’s live now on Coinbase advanced trading. USD is better with unified with USDC.   to ,16,20,94
@ViktorBunin,2023-08-02T15:24:27.000Z,"Friends, I'm happy to say that I'm leading up this effort. DM me if you'd like to grab some time to chat Lightning support at . 

Particularly keen to get insights on lift to add support, UX flows, open source tooling, service providers, and edge cases. Thanks!",141,101,"1,093"
@brian_armstrong,2023-08-02T18:30:11.000Z,Going live now,70,46,341
@amandatums,2023-08-01T14:54:45.000Z,8/ And Levine laid out the SEC’s catch-22 perfectly:,8,24,124
@brian_armstrong,2023-08-02T04:35:19.000Z,"We’re looking into how to best add Lightning. It’s non-trivial, but I think worth doing. I’m all for payments taking off in Bitcoin.

Not sure why you think we’re ignoring Bitcoin - we’ve onboarded more people to Bitcoin than probably any company in the world.

Let’s build it…",883,758,"6,525"
@muneeb,2023-07-12T15:01:37.000Z,"So  just closed my personal bank account that I’ve used for 15 years. No reason given.

Real reason? I do Coinbase transactions through this account for Bitcoin.

This is a war on Bitcoin & crypto. Please RT to warn others. We won’t stay silent.",413,"1,528","4,060"
@s_alderoty,2023-07-31T14:55:31.000Z,"Welcome to O̵f̵f̵i̵c̵e̵ After Hours with me! Let’s clear up this confusion about securities, investment contracts and digital assets.",820,"4,940","9,740"
@JTLonsdale,2023-04-09T23:53:27.000Z,"The Dissident's Guide to Philanthropy

Solutions vs Subsidies: how entrepreneurs and people who love America should approach philanthropy in a society where many of the institutions are fundamentally broken.",82,214,"4,295"
@JTLonsdale,2023-07-30T18:57:18.000Z,". &  want a licensing body for tech companies, inspired by the Nuclear Regulatory Commission.

Stopping tech like the NRC stopped nuclear innovation is bad enough. It would also be a censorship weapon!

My  op ed on the “DCPC”",51,113,450
@8teAPi,2023-07-30T13:20:58.000Z,"Ghost in The Machine

JH Kim joins the Chem Dept in Korea University in 1996, fresh faced, 24 years old. 

He’s a synthesist, an experimental chemist of the old school. He believes the truth is in the making, and that you follow the truth even when it destroys your reality. 

He…",61,596,"2,388"
@brian_armstrong,2023-07-29T17:06:18.000Z,"""Use the advantages of youth when you have them, and the advantages of age once you have those. The advantages of youth are energy, time, optimism, and freedom. The advantages of age are knowledge, efficiency, money, and power. With effort you can acquire some of the latter when…",221,520,"2,964"
@katie_haun,2023-07-28T07:41:56.000Z,Great news out of the House Financial Services Committee: sensible stablecoin legislation has made its way out of committee with bipartisan support and will now advance to the full House.,13,36,269
@RepGusBilirakis,2023-07-28T20:27:13.000Z,"Today, I sent a bipartisan letter to  regarding iOS App Store policies and their impact on emerging technologies like blockchains and NFTs. Congress must understand if Apple's policies are limiting innovation and American technological leadership. 

Full letter below:",55,163,592
@katie_haun,2023-07-28T21:20:00.000Z,"As an ex-federal prosecutor, I know the massive flaws in our AML/KYC system. We spend >$40B each year on rules that have a 99% failure rate – and keep millions of legitimate customers from accessing financial services. It’s broken. 

We need something better. Senators that…",109,392,"1,565"
@brian_armstrong,2023-07-28T03:43:37.000Z,Huge,123,172,"1,484"
@Jim_Jordan,2023-07-27T16:03:30.000Z,"THE FACEBOOK FILES, PART 1: SMOKING-GUN DOCS PROVE FACEBOOK CENSORED AMERICANS BECAUSE OF BIDEN WHITE HOUSE PRESSURE Thread:","6,003",22.7K,54.8K
@PatrickMcHenry,2023-07-27T15:13:36.000Z,"Americans deserve clarity for payment stablecoins and there has been good faith, bipartisan work to deliver that clarity.

Today, Democrats are obstructing this good work at the behest of the White House.

The American people deserve better.",125,326,"1,216"
@RepRitchie,2023-07-26T19:21:48.000Z,"The status quo of crypto regulation by enforcement has failed retail customers.  

Einstein once said: “If we do the same thing over and over again and expect a different result, that’s the definition of insanity.”

It’s time for Congress to bring sanity to crypto regulation.",152,434,"1,762"
@brian_armstrong,2023-07-27T04:18:22.000Z,"Important action you can take to protect the value of your crypto in America:

Today, two House committees started voting to take an important step on legislation that will create regulatory clarity for crypto. They will continue tomorrow. The bill will evolve during the…",489,"1,458","4,568"
@brian_armstrong,2023-07-26T19:14:49.000Z,"The next step for crypto is to make payments instant and free globally.

This will take lots of work from all of us, Coinbase included, getting layer 2's integrated, better on-ramps, simpler UX/onboarding, etc.

A magic threshold would be getting the average payment under 1 cent…","1,695","1,318","6,105"
@brian_armstrong,2023-07-24T18:17:32.000Z,"Applicants so far:
- Led a Crypto forward project: 65
- Founded and Sold Companies: 56
- Developed a large social media audience: 43
- Won chess tournaments, coding or video game competitions: 37
- Researched and Discovered Breakthroughs: 24
- Elite Armed Forces Experience: 22
-…",169,272,"2,002"
@brian_armstrong,2023-07-24T18:14:45.000Z,"Was cool to see our History of Money campaign in DC last week. It's right in the subway where staffers (and member of congress!) commute every day.

Let's finally get some bipartisan crypto legislation passed in the U.S.! It's time build in America.",203,199,"1,205"
@dhh,2023-07-20T15:34:43.000Z,"“Every company needs to have someone asking why we can't launch next Monday instead of next month. Willing to accept and underwrite the risks needed to make it happen. And with a stomach for occasionally being wrong, eating the loss, but keep playing.”",43,140,710
@iampaulgrewal,2023-07-20T21:37:53.000Z,"If we want to be taken seriously as a nation, we have to act seriously as a nation. This legislation would finally put the US into the global conversation on digital asset regulation. Congress should enact this without delay.",107,333,"1,658"
@CoinbaseWallet,2023-07-12T17:19:06.000Z,Wallet-to-wallet messaging is here.,343,542,"1,399"
@coinbase,2023-07-20T18:19:48.000Z,Coinbase is striving to set an industry standard for safety and compliance in crypto. Pick up a copy of today’s  to learn more about our commitment to customers.,394,479,"1,264"
@RepRitchie,2023-07-18T14:54:13.000Z," Needless to say, regulating digital assets through enforcement only had a dreadful day in court last week.

In the wake of the resounding decision out of the SDNY Ripple case,  must reassess its continued assault on the crypto industry.

My letter to Chair Gensler:",398,"1,669","6,009"
@brian_armstrong,2023-07-18T23:01:25.000Z,"We created a VIP page to hire people with extraordinary ability .

If you've shipped a popular open source library, built a large online following, won a math/eng/gaming competition, were part of a special forces unit, or built something awesome, say hello.…",584,563,"3,985"
@brian_armstrong,2023-07-18T22:38:13.000Z,Great talk from  Important to keep improving usability in crypto wallets.,45,42,282
@sriramk,2023-07-16T13:53:02.000Z,"Want to shout out . Long time friend and collaborator ( and sometime competitor!). 

Not many in his position would have thrown themselves into shifting SF politics when there was very unclear reward for doing so - and had the impact he has had in a short time. 

One of…",32,32,519
@brian_armstrong,2023-07-16T18:19:49.000Z,On it,158,58,877
@jessepollak,2023-07-15T16:58:18.000Z,"onchain messaging is going to be a huge

using  x  integration today and it's pretty wild to experience - it just works!",33,36,271
@brian_armstrong,2023-07-15T17:57:39.000Z,. do you have an explanation for this? We will be reaching out,319,418,"3,028"
@RepRitchie,2023-07-13T16:54:59.000Z,"  is acting like an overzealous traffic cop arbitrarily ticketing drivers while keeping the speed limit a secret. 

It prefers to communicate by enforcement rather than by rules or guidance. But that's no way to regulate digital assets.

I'm calling for an investigation.",455,"1,937","7,476"
@iampaulgrewal,2023-07-14T20:33:19.000Z,"We’ve safely and legally offered staking for almost 4 years. We’ve  always followed legal process, and will do so here. These proceedings are just getting started - we’ll continue to defend everyone’s right to stake if and how they choose.",79,162,"1,035"
@brian_armstrong,2023-07-14T20:34:21.000Z,#StandWithCryptohttps://coinbase.com/standwithcrypto/signup…,64,83,498
@iampaulgrewal,2023-07-13T19:40:19.000Z,We've read Judge Torres' thoughtful decision. We've carefully reviewed our analysis.  It's time to relist.,631,"2,755",11K
@iampaulgrewal,2023-07-12T22:05:27.000Z,"We have responded to the SEC’s statement of intent to move to strike Coinbase’s defenses rooted in the major questions doctrine, abuse of discretion, equitable estoppel, unclean hands, and laches.  We look forward to addressing the Court tomorrow morning.",188,340,"2,025"
@MTCoppel,2023-07-12T15:25:19.000Z,"1/ Today, the  submitted a letter to the SEC’s Inspector General calling for an investigation into the circumstances surrounding Prometheum.

Although there may not be anything nefarious, suspicious circumstances beg someone to look under the hood…

Key Qs ",39,187,588
@brian_armstrong,2023-07-13T02:19:09.000Z,"Any other  customers seeing this? If so, not ok.

See poll below",320,404,"2,238"
@brian_armstrong,2023-07-13T02:20:41.000Z,Has  closed your account due to transactions with ? Curious if this is the issue.,169,92,360
@tobi,2023-07-12T13:03:05.000Z,"I've got something very exciting to announce: 

Entrepreneurs are heroes, and every hero needs a Sidekick ",438,"1,929","8,074"
@brucefenton,2023-07-10T21:17:02.000Z,"Carstens:  “We don’t know who is using a $100 bill today…”

Yeah….and?

Who on earth told you that politicians have the right to know a single thing about how people spend their money?",161,393,"1,499"
@brian_armstrong,2023-07-11T15:07:38.000Z,Nicely done. We’ve got some efforts in the works to help organize more of this. Crypto will be a major issue in 2024 elections. #standwithcrypto,93,138,722
@CirrusNFT,2023-07-10T20:33:03.000Z,"Coolest thing I saw on chain this week was a lender giving a stranger a $35,000 loan at 12% APR using a Patek Phillipe as collateral

Borrower sent the watch to an escrow company who then sent back an NFT that represents ownership of the watch

Borrower then listed the NFT on…",443,"1,747","6,527"
@brian_armstrong,2023-07-10T05:00:32.000Z,Many people don't realize - you can do advanced trading right inside the Coinbase app as well.https://advanced.coinbase.com,145,78,467
@brian_armstrong,2023-07-10T04:15:58.000Z,See:https://docs.cloud.coinbase.com/intx/docs/welcome…,26,35,174
@iampaulgrewal,2023-07-07T21:15:02.000Z,"After Coinbase gave notice of it intent to move to throw out their case, we consented to a few extra days for the SEC to explain why it intends to oppose. They’ve now filed and, sadly, it’s more of the same. 1/6",344,824,"3,361"
@brian_armstrong,2023-07-06T18:56:03.000Z,,93,55,278
@CoinbaseDuck,2023-07-03T12:56:52.000Z,"Convinced another of my friend to sign up for #CoinbaseOne and daily buy $btc $eth without worrying about when to buy. He wants to invest $1000 in crypto a month, I told him to do $600 via daily buy and $400 at once on significant dip via #CoinbaseAdvanced, am I doing it right?",50,29,96
@paulg,2023-07-01T14:41:08.000Z,How to Do Great Work: http://paulgraham.com/greatwork.html,275,"1,413","5,191"
@jonathankingvc,2023-06-29T21:13:19.000Z,"Kudos to the  events team for putting together such an incredible, high signal event! 

“Crypto is a technology that is needed to update the financial system” -  ",37,41,183
@malekanoms,2023-06-28T15:40:46.000Z,"The rest of the world is moving to adopt #crypto—from the EU and other parts of Europe to regional powers like Brazil, Japan, and Australia, to diversifying economies like the UAE. And, of course, China via Hong Kong. 
 
What's it going to take for the U.S. to step up?",110,269,703
@iampaulgrewal,2023-06-29T04:20:02.000Z,Today  filed our answer and notice of intent to file a motion to dismiss the  case against us. You can read our response for yourself – our arguments speak for themselves. 1/2 https://assets.ctfassets.net/c5bd0wqjc7v0/4oVJN5EioULD0QnSyg01b8/2b1f34594a800c727fb61a384f37e74a/SEC_v._Coinbase__Coinbase_Answer_to_Complaint__As-Filed_.pdf…,209,682,"3,311"
